content,summarization
"những ngày gần đây, nho sữa quý tộc trung quốc ăn ngọt và thơm mùi sữa làm mưa làm gió khắp chợ việt với giá rẻ bèo. đây là giống nho nổi tiếng của nhật bản và được du nhập vào trung quốc trồng cách đây vài năm. theo đó, tại các cửa hàng, chợ online, sạp hàng rong ở vỉa hè bày bán la liệt loại nho sữa trung quốc này, giá chỉ 25.000-70.000 đồng/kg tuỳ loại. trái ngược mức giá siêu rẻ của nho sữa trung quốc, một số hệ thống cửa hàng trái cây cao cấp nhập khẩu đang rao bán nho ruby roman nhật bản với giá 9-11 triệu đồng/chùm hoặc 12 triệu đồng/kg. đây cũng là loại nho có giá bán đắt đỏ nhất tại thị trường việt. đơn cử, tại hệ thống cửa hàng của omiyage fruitsmore ở hà nội rao bán nho ruby roman nhật bản quả đỏ au bóng bẩy như những viên đá ruby với giá 12 triệu đồng/chùm trọng lượng 1kg. hay hệ thống cửa hàng mia fruits cũng đang chạy chương trình khuyến mãi bán giá gần 9 triệu đồng/chùm nho ruby roman trọng lượng 0,8kg/chùm. ruby roman là loại nho nổi tiếng của nhật bản với giá đắt đỏ nhất thế giới. trong một phiên đấu giá gần đây nhất, 1 chùm nho ruby roman được trả giá cao nhất 260 triệu đồng. để tạo ra giống nho thượng phẩm này, người nông dân tỉnh ishikawa, miền trung nhật bản đã mất hàng chục năm nghiên cứu trồng mới thành công. theo đó, nho ruby roman nổi tiếng với vị ngọt cao và ít tính axit. mỗi trái nho loại này nặng hơn 20gram sẽ đủ điều kiện để đưa ra thị trường tiêu thụ.","Nho sữa Trung Quốc đang được bán với giá rẻ bất ngờ tại Việt Nam, trái ngược với giá bán cao ngất ngưởng của nho Ruby Roman Nhật Bản, được biết đến là loại nho đắt nhất thế giới. Trong khi nho sữa Trung Quốc được bán với giá từ 25.000-70.000 đồng/kg, nho Ruby Roman Nhật Bản có giá lên tới 9-11 triệu đồng/chùm hoặc 12 triệu đồng/kg. Sự chênh lệch giá này cho thấy sự khác biệt về chất lượng, nguồn gốc và công nghệ sản xuất giữa hai loại nho này. 
"
"ngày 29/8/2024, ubnd huyện thọ xuân có buổi làm việc với trung tâm xúc tiến đầu tư, thương mại và du lịch tỉnh thanh hóa và tập đoàn nhà đất hàn quốc nh tại việt nam về khảo sát dự án xây dựng sân golf nằm trong quy hoạch khu đô thị lam sơn - sao vàng và dự án trung tâm hành chính mới của huyện. dự án sân golf nằm trên khu đất có diện tích 183.6ha thuộc các xã xuân phú, xã thọ xương, thị trấn sao vàng và nằm trong khu đô thị lam sơn - sao vàng. dự án nằm tiếp giáp với quốc lộ 47, cách đường hồ chí minh khoảng 0.5km cách cảng hàng không thọ xuân 5km cách tp thanh hóa 40km cách cảng nước sâu nghi sơn 65km. về hạ tầng kỹ thuật, đã có các tuyến đường giao thông hiện trạng thuận lợi, tuyến đường số 7 đang triển khai thi công bao quanh đảm bảo đồng bộ về giao thông. các loại hạ tầng kỹ thuật khác như điện, nước, thông tin liên lạc đầy đủ đảm bảo kết nối và có lợi thế địa hình đồi thoải dốc, cảnh quan đẹp, phù hợp với đầu tư sân golf. trung tâm hành chính mới của huyện thuộc địa bàn các xã xuân phú, thọ xương, thọ lâm và thị trấn sao vàng đang được lập quy hoạch chi tiết 1/500. vị trí khu đất nằm tiếp giáp với quốc lộ 47, cách đường hồ chí minh khoảng 1km cách cảng hàng không thọ xuân 4km cách tp thanh hóa 40km cách cảng nước sâu nghi sơn 65km. các khu vực xung quanh đã có các tuyến đường giao thông hiện trạng thuận lợi, huyện đang đầu tư tuyến đường số 7 và số 8 làm trục trung tâm của khu đô thị, đảm bảo đồng bộ về giao thông. trước đó vào tháng 4, nhà đầu tư hàn quốc là công ty tnhh mda gc làm việc với ubnd tỉnh thái nguyên về việc triển khai dự án sân golf glory tại xã thành công, thành phố phổ yên. đại diện nhà đầu tư cho biết dự án đã được ubnd tỉnh thái nguyên chấp thuận chủ trương đầu tư, đồng thời chấp thuận cho công ty tnhh mda gc hàn quốc là nhà đầu tư dự án theo quyết định ngày 05/06/2023. dự án có có tổng mức đầu tư gần 388 tỷ đồng hơn 16 triệu usd, quy mô 18 hố, cùng khu dịch vụ, điều hành câu lạc bộ và công trình phụ trợ với quy mô diện tích hơn 53.9ha. trong đó, diện tích đất nhận chuyển nhượng của 31 hộ dân là 26.3ha gồm đất rừng sản xuất 239,502m2 đất ở tại nông thôn 900m2 đất trồng cây lâu năm 20,279m2 đất nuôi trồng thủy sản 1,592 m2. tại thời điểm báo cáo, còn 9.53ha chưa được giao đất, ubnd thành phố phổ yên đã giao cho phòng tài nguyên môi trường và ubnd xã thành công hoàn thiện hồ sơ đất đai để thực hiện chuyển nhượng cho công ty tnhh mda gc theo quy định hiện hành.","Ngày 29/8/2024, UBND huyện Thọ Xuân đã có buổi làm việc với các nhà đầu tư Hàn Quốc về việc khảo sát dự án xây dựng sân golf tại khu đô thị Lam Sơn - Sao Vàng và dự án trung tâm hành chính mới của huyện. Dự án sân golf nằm trên diện tích 183.6 ha, được hưởng lợi từ vị trí thuận lợi về giao thông và hạ tầng kỹ thuật, trong khi dự án trung tâm hành chính mới được triển khai quy hoạch chi tiết 1/500, cũng nằm ở vị trí thuận tiện về giao thông. Hai dự án đều nằm trong khu vực đang phát triển, hứa hẹn thu hút đầu tư và tạo động lực thúc đẩy phát triển kinh tế địa phương. 
"
"khách hàng mới lần đầu mở tài khoản sẽ có cơ hội nhận được quà tặng e-voucher nạp thẻ điện thoại trị giá tới 500,000 vnđ khi phát sinh tối thiểu 10 giao dịch nhận tiền qua qr code từ 03 tài khoản thanh toán khác nhau, với giá trị mỗi giao dịch từ 100,000 vnđ trở lên, đồng thời duy trì số dư bình quân tài khoản trong tháng mở mới tối thiểu 1 triệu đồng. shb sẽ gửi tặng e-voucher cho khách hàng thỏa mãn điều kiện trước ngày 10 của tháng kế tiếp. mỗi khách hàng được nhận 01 ưu đãi trong suốt thời gian diễn ra chương trình và có thể kiểm tra, sử dụng evoucher tại mục nạp tiền điện thoại trên ứng dụng shb mobile. trong vài năm trở lại đây, xu hướng thanh toán không dùng tiền mặt, thực hiện giao dịch qua ứng dụng ngân hàng điện tử, quét mã qr đã trở nên phổ biến. với một lần quét, chỉ sau vài giây, khách hàng đã có thể hoàn tất giao dịch thanh toán mà không cần thao tác nhập số tài khoản người nhận, nhờ đó tiết kiệm thời gian và giảm thiểu rủi ro sai sót, nhầm lẫn trong quá trình giao dịch. theo số liệu của vụ thanh toán ngân hàng nhà nước, tính tới giữa năm 2024, giao dịch thanh toán qua qr code tăng 104.23 về số lượng và 99.57 về giá trị so với cùng kỳ năm 2023. đại diện shb cho biết, nhờ sự đơn giản, nhanh gọn, tiện lợi, dễ dùng, phương thức giao dịch này không chỉ phổ biến ở các siêu thị, nhà hàng, quán ăn, shop thời trang... mà đang dần quen thuộc tại các chợ truyền thống, khu vực giữ xe hay thậm chí các gánh hàng rong. người lớn tuổi, vốn chỉ quen với tiền mặt cũng đang dần chuyển sang sử dụng hình thức thanh toán này. quét mã qr thanh toán là xu thế, giúp nâng cao trải nghiệm giao dịch trực tuyến hàng ngày. chúng tôi hy vọng chương trình ưu đãi của shb sẽ thúc đẩy khách hàng sử dụng phương thức thanh toán tiện lợi này, không chỉ quét để thanh toán mà còn quét để nhận quà., vị đại diện shb nhấn mạnh.","SHB đang khuyến khích khách hàng mới sử dụng dịch vụ thanh toán không dùng tiền mặt bằng cách tặng e-voucher trị giá lên đến 500,000 VNĐ khi thực hiện tối thiểu 10 giao dịch nhận tiền qua QR Code từ 3 tài khoản khác nhau. Việc khuyến khích này nhằm thúc đẩy xu hướng thanh toán không dùng tiền mặt ngày càng phổ biến, đặc biệt là giao dịch QR Code, vốn đã tăng trưởng mạnh mẽ trong những năm gần đây. Giao dịch QR Code mang đến nhiều lợi ích cho khách hàng như tiết kiệm thời gian, giảm thiểu rủi ro sai sót và nâng cao trải nghiệm thanh toán trực tuyến.
"
"thanh khoản thị trường tăng so với phiên giao dịch trước đó, với khối lượng giao dịch khớp lệnh của vn-index đạt hơn 588 triệu cổ phiếu, tương đương giá trị đạt hơn 13.7 ngàn tỷ đồng hnx-index đạt hơn 48.6 triệu cổ phiếu, tương đương giá trị hơn 960 tỷ đồng. vn-index mở phiên chiều với lực mua xuất hiện trở lại giúp chỉ số hồi phục trở lại nhưng phe bán vẫn giữ vị thế áp đảo đến cuối phiên khiến cho vn-index không thể thoát khỏi sắc đỏ. về mức độ ảnh hưởng, vcb, vpb, fpt và gvr là những mã có tác động tiêu cực nhất khi lấy đi hơn 3 điểm của chỉ số. ở chiều ngược lại, vhm, gas, ctg và vre là những mã có ảnh hưởng tích cực nhất và góp vào hơn 2 điểm cho vn-index. hnx-index cũng có diễn biến tương tự, trong đó chỉ số bị tác động tiêu cực từ các mã shs -2.44, mbs -1.79, ntp -2.3, ksv -1.59 ngành năng lượng có mức giảm mạnh nhất thị trường với -2.17 chủ yếu đến từ mã bsr -2.51, pvd -2.73, pvs -0.96 và pvc -3.01. theo sau là ngành viễn thông và ngành công nghệ thông tin với mức giảm lần lượt là 1.88 và 1.24. ở chiều ngược lại, ngành chăm sóc sức khỏe có mức phục hồi mạnh nhất thị trường với 1.4 chủ yếu đến từ mã tnh 3.12, imp 6.95, dvn 3.13 và dht 0.29. về giao dịch của khối ngoại, khối này quay lại bán ròng hơn 822 tỷ đồng trên sàn hose, tập trung tại các mã dgc 139.93 tỷ, hpg 107.76 tỷ, fpt 106.05 tỷ và vpb 94.01 tỷ. trên sàn hnx, khối ngoại bán ròng hơn 28 tỷ đồng, tập trung vào mã mbs 19.03 tỷ, shs 16.58 tỷ, las 4.35 tỷ và tng 3.73 tỷ. phiên chiều tín hiệu nâng đỡ chỉ số chưa xuất hiện lực bán mạnh mẽ lan tỏa nhanh chóng và nhấn chìm chỉ số trong sắc đỏ ngay sáng ngày giao dịch đầu tiên sau kỳ nghỉ lễ. tạm nghỉ giữa phiên, vn-index giảm 1.01, dừng ở mức 1,270.96 điểm hnx-index giảm 0.96, xuống còn 235.29 điểm. độ rộng thị trường đang nghiêng hẳn về phe bán, ghi nhận 492 mã giảm và 167 mã tăng.","Thị trường chứng khoán Việt Nam hôm nay chứng kiến thanh khoản tăng mạnh so với phiên trước, với khối lượng giao dịch khớp lệnh của VN-Index đạt hơn 588 triệu cổ phiếu, tương đương giá trị hơn 13.7 ngàn tỷ đồng. Tuy nhiên, VN-Index vẫn đóng cửa giảm điểm do áp lực bán lớn, đặc biệt là từ các mã blue-chip như VCB,VPB, FPT và GVR. Khối ngoại bán ròng hơn 822 tỷ đồng trên sàn HoSE, tập trung vào các mã DGC, HPG, FPT và VPB. 
"
"lực bán tăng nhanh trong phiên chiều khiến thị trường giảm sâu, phe bán hoàn toàn áp đảo với 426 mã đỏ, 13 mã xanh sàn trong khi chỉ có 276 mã xanh và 14 mã tím trần, còn lại 876 mã giữ mốc tham chiếu. các cổ phiếu nhóm ngân hàng, chứng khoán, bất động sản từ chỗ là những ngôi sao sáng thúc đẩy đà hồi phục ở phiên sáng, lại nhanh chóng chuyển sắc đỏ và tạo áp lực lớn khiến thị trường mất điểm. bộ ba vingroup gồm vhm, vic, vre dù nỗ lực giữ điểm nhưng bất thành, thậm chí chính các cổ phiếu này cũng đã thu hẹp mức tăng so với phiên sáng, riêng vre quay về tham chiếu. xét theo nhóm ngành, chỉ có 5 ngành tăng điểm bao gồm bán lẻ thực phẩm và nhu yếu phẩm tăng 10, bán dẫn tăng 2.04, bất động sản tăng 0.7, tư liệu sản xuất tăng 0.34 và phần cứng tăng 0.08. trong lượng lớn ngành giảm điểm, chăm sóc sức khỏe dẫn đầu với mức giảm 3.02, tiếp đến là viễn thông giảm 2.61. thị trường cũng ghi nhận 5 ngành giảm trên 1 là phần mềm, phân phối và bán lẻ hàng lâu bền, xe và linh kiện, nguyên vật liệu, năng lượng. thanh khoản toàn thị trường phiên hôm nay đạt gần 18,254 tỷ đồng, tăng nhanh hơn trong phiên chiều. giao dịch của khối ngoại cũng có diễn biến tương tự khi quy mô mua và bán càng về cuối phiên càng đột biến, tạo ra phiên có quy mô giao dịch lớn với giá trị mua gần 2,671 tỷ đồng và giá trị bán hơn 3,421 tỷ đồng, dẫn đến mức bán ròng gần 751 tỷ đồng. lực bán ròng đổ dồn vào fpt với giá trị gần 297 tỷ đồng, trong khi cổ phiếu xếp ngay sau chưa đến 93 tỷ đồng. ở chiều ngược lại, những nỗ lực mua ròng tại vhm gần 189 tỷ đồng hay vnm hơn 91 tỷ đồng là không đủ để tạo ra sự cân bằng. nhìn một cách tổng thể, khối ngoại đã bán ròng đến 9/10 phiên gần nhất.","Thị trường chứng khoán Việt Nam giảm sâu trong phiên chiều do áp lực bán mạnh, đặc biệt từ nhóm ngân hàng, chứng khoán và bất động sản. Thanh khoản thị trường tăng nhanh trong phiên chiều, khối ngoại bán ròng gần 751 tỷ đồng, chủ yếu tập trung vào FPT.
"
"đà bán ròng tiếp tục hạ nhiệt giao dịch khối ngoại trong tháng 8 có sự phân hóa rõ rệt theo từng khung thời gian. khởi đầu là loạt hành động không hề dễ chịu, tạo áp lực lên vn-index và đã có lúc về dưới mốc 1,200 điểm. cụ thể, khối ngoại đã bán ròng đến 5 trên tổng số 6 phiên giao dịch đầu tiên của tháng, đỉnh điểm là phiên 07/08 có giá trị gần 1,400 tỷ đồng, với vhm bị xả mạnh nhất gần 720 tỷ đồng. thời điểm đó, thông tin vhm dự chi gần 14 ngàn tỷ đồng để mua cổ phiếu quỹ vẫn không đủ hấp dẫn để giữ khối ngoại ở lại cổ phiếu này. nhưng kể từ đó, khối ngoại đảo chiều hành động khi liên tiếp mua ròng và dù có quay lại bán ròng vào cuối tháng nhưng mức độ cũng không quá mạnh. điều này phần nào giảm bớt áp lực lên vn-index và thực tế chỉ số đã tiến một mạch lên vùng 1,280 điểm. như vậy, sau khi chạm đỉnh điểm bán ròng vào tháng 6/2024, khối ngoại giảm đáng kể lực bán ròng trong liên tiếp tháng 7 và tháng 8, phần nào tạo điều kiện cho sự trở lại của vn-index. tổng kết tháng 8, khối ngoại đã bán ròng hơn 4,455 tỷ đồng trên hose, nâng mức bán ròng lũy kế 8 tháng đầu năm 2024 lên hơn 65,795 tỷ đồng, nới rộng khoảng cách so với giá trị khủng hơn 56,208 tỷ đồng của năm 2021.","Trong tháng 8, khối ngoại đã bán ròng mạnh trong những ngày đầu, tạo áp lực giảm cho VN-Index, nhưng sau đó đã đảo chiều mua ròng và giảm bớt mức bán ròng vào cuối tháng. Dù vậy, tổng mức bán ròng của khối ngoại trong tháng 8 vẫn lên tới hơn 4,455 tỷ đồng, nâng tổng bán ròng luỹ kế 8 tháng đầu năm lên hơn 65,795 tỷ đồng, cho thấy dòng vốn ngoại vẫn chưa thực sự tích cực. 
"
"trong những thời kỳ khủng hoảng, việc sử dụng các chỉ báo đơn giản nhưng tinh tế và nhạy cảm với tình trạng kinh tế trở nên phổ biến. tại mỹ, có không dưới 30 chỉ báo như vậy đã được áp dụng. dưới đây là một số chỉ báo điển hình những chỉ báo này có thể còn khá lạ lẫm ở việt nam chủ yếu do vấn đề về thiếu thông tin, dữ liệu thống kê, nhưng chúng đã được sử dụng rộng rãi tại mỹ, đặc biệt trong các giai đoạn khủng hoảng kinh tế, và hầu hết chúng đều đã được chứng thực về độ tin cậy ở một mức độ nào đó. điểm chung của những chỉ báo này là chúng đều phản ánh vấn đề của nền kinh tế nhìn từ phía cầu. mặc dù có thể không hoàn toàn chính xác và cần được xác nhận qua nghiên cứu sâu hơn, nhưng nếu bạn đủ tinh tế, chúng có thể cung cấp những góc nhìn mới và giúp bạn phát hiện sớm vấn đề. trong thời đại ngày nay, lợi thế về mặt thông tin chính là tiền bạc. lợi thế của những chỉ báo này là chúng có thể được phát hiện rất sớm, ngay trong đời sống hàng ngày, mà không cần trải qua quá trình xử lý dữ liệu phức tạp hay phân tích chuyên sâu như các nhà kinh tế học và chuyên gia tài chính thường thực hiện. đây là điều giúp chúng ta có được những gợi ý sớm về tình hình kinh tế trong tương lai, trước khi những dữ liệu chính thức và những chỉ báo kinh tế truyền thống mang tính xác nhận được công bố. tuy nhiên, chính vì chúng quá đơn giản, các phát hiện rút ra thường chỉ dựa trên kinh nghiệm thực nghiệm, chỉ đúng trong một bối cảnh cụ thể và không chắc chắn sẽ áp dụng trong tương lai. ngoài ra, do thiếu sự nghiên cứu sâu về mối quan hệ kinh tế cơ bản và thiếu hỗ trợ từ lý thuyết kinh tế xã hội hay khoa học, chúng chỉ phản ánh sự tương quan đơn thuần về mặt số liệu. vì vậy, cần được sử dụng cẩn thận và không nên coi là chắc chắn, giống như cách tiếp cận với những kinh nghiệm dân gian xưa chuồn chuồn bay thấp thì mưa, bay cao thì nắng, bay vừa thì râm.","Trong thời kỳ khủng hoảng, các chỉ báo đơn giản nhưng nhạy cảm với tình hình kinh tế được sử dụng rộng rãi, đặc biệt tại Mỹ. Các chỉ báo này phản ánh vấn đề kinh tế từ phía cầu, cung cấp góc nhìn mới và giúp phát hiện sớm vấn đề. Mặc dù có thể chưa được nghiên cứu kỹ và cần thận trọng khi sử dụng, chúng có thể cung cấp những gợi ý sớm về tình hình kinh tế trước khi các dữ liệu chính thức được công bố.
"
"ctcp north star holdings công bố kết quả kinh doanh 6 tháng đầu năm 2024 với kết quả lỗ gần 783 triệu đồng, cùng kỳ lỗ hơn 1 tỷ đồng. với việc liên tục không thu về lợi nhuận, tính đến thời điểm ngày 30/06, vốn chủ sở hữu north star holdings âm 22.5 tỷ đồng. nợ phải trả lên hơn 862 tỷ đồng, tăng 29 so với cùng kỳ năm 2023 trong đó, dư nợ trái phiếu còn khoảng 333 tỷ đồng, giảm 50. nửa đầu năm nay, north star holdings đã chi hơn 36 tỷ đồng để thanh toán lãi trái phiếu mã nstch2324001. trái phiếu nstch2324001 phát hành ngày 14/04/2023, giá trị 671 tỷ đồng, kỳ hạn 16 tháng, đáo hạn ngày 14/08/2024, lãi suất phát hành 14/năm. tính tới nay, công ty đã hoàn tất đáo hạn lô trái phiếu này sau 26 lần mua lại từng phần. north star holdings thành lập ngày 17/10/2006 trụ sở tại số 237 lĩnh nam, phường vĩnh hưng, quận hoàng mai, thành phố hà nội. vốn điều lệ ban đầu khoảng gần 10 tỷ đồng, các cổ đông sáng lập gồm bà nguyễn thị hoa 30, bà lương bích hường 30, ông lê thanh tùng 40. hiện ông lê xuân lực làm tổng giám đốc công ty, vốn điều lệ 48 tỷ đồng trụ sở đổi sang khu văn phòng, cx3, khu đô thị ao sào, phường thịnh liệt, quận hoàng mai, thành phố hà nội. nhiều điều bất ngờ về north star holdings doanh nghiệp huy động trái phiếu bất thành mới đây","Công ty cổ phần North Star Holdings báo lỗ gần 783 triệu đồng trong 6 tháng đầu năm 2024, khiến vốn chủ sở hữu âm 22.5 tỷ đồng. Nợ phải trả tăng 29% so với cùng kỳ, chủ yếu do trái phiếu, trong đó công ty đã chi hơn 36 tỷ đồng để thanh toán lãi trái phiếu. Doanh nghiệp này đang đối mặt với nhiều khó khăn tài chính, đặc biệt là việc huy động trái phiếu bất thành gần đây. 
"
"tính tới lúc 23h30 ngày 03/09 giờ việt nam, dow jones giảm 450 điểm, sp 500 sụt 1.5, trong khi nasdaq composite, vốn có trọng số lớn về công nghệ, chịu tổn thất nặng nề nhất với mức giảm 2.5. nvidia, ngôi sao sáng trong lĩnh vực trí tuệ nhân tạo và là tâm điểm của sự chú ý của nhà đầu tư trong hơn một năm qua, chứng kiến cổ phiếu giảm hơn 7. các cổ phiếu bán dẫn khác như micron, kla và advanced micro devices cũng chứng kiến sự sụt giảm đáng kể. quỹ etf vaneck semiconductor smh, một chỉ báo rộng cho ngành công nghiệp bán dẫn, đã giảm hơn 6, phản ánh sự lo ngại lan rộng trong lĩnh vực này. larry tentarelli, chiến lược gia kỹ thuật trưởng tại blue chip trend report, nhận xét về tình hình thị trường hiện tại dường như rất nhạy cảm với mọi dữ liệu được công bố. chúng ta đã trở thành một thị trường phụ thuộc rất nhiều vào dữ liệu. chỉ số sản xuất công nghiệp của sp global cho thấy sự suy giảm trong tháng 7-8, trong khi chỉ số của viện quản lý cung ứng thấp hơn mức dự đoán của các nhà kinh tế. những con số này đã làm dấy lên lo ngại về sự tăng trưởng chậm lại trong nền kinh tế mỹ. trước đó, tại một thời điểm của tháng 8, chỉ số sp 500 đã giảm hơn 7 do lo ngại về suy thoái kinh tế và việc giải quyết một giao dịch phòng hộ phổ biến liên quan đến đồng yên nhật bản. tuy nhiên, chỉ số này đã phục hồi trở lại sau đó. nhìn về phía trước, các nhà đầu tư đang hướng sự chú ý đến báo cáo việc làm tháng 8 sẽ được công bố vào cuối tuần. báo cáo này được coi là một trong những chỉ báo quan trọng nhất về sức khỏe của nền kinh tế mỹ. tuy nhiên, các nhà đầu tư cũng cần lưu ý rằng tháng 9 thường là tháng khó khăn đối với thị trường chứng khoán.","Thị trường chứng khoán Mỹ chứng kiến ​​sự sụt giảm mạnh vào ngày 03/09, đặc biệt là ngành bán dẫn, do lo ngại về tăng trưởng kinh tế chậm lại và những dữ liệu kinh tế gần đây không khả quan. Cổ phiếu Nvidia, một đại diện tiêu biểu cho lĩnh vực trí tuệ nhân tạo, đã giảm hơn 7%, kéo theo sự sụt giảm của các cổ phiếu bán dẫn khác. Các nhà đầu tư đang theo dõi sát sao báo cáo việc làm tháng 8, được xem là một chỉ báo quan trọng cho sức khỏe của nền kinh tế Mỹ. 
"
"theo bloomberg, mục tiêu tăng trưởng 5 mà bắc kinh đặt ra cho năm nay dường như ngày càng xa vời. đây là một diễn biến không mong muốn đối với các công ty khoan dầu, khai thác mỏ và nông dân cung cấp hàng hóa cho quốc gia nhập khẩu lớn nhất thế giới. sự tăng vọt của hàng tồn kho có thể cho thấy một số thương nhân đã bị bất ngờ bởi sự đình trệ kinh tế kể từ khi kết thúc đại dịch. trong khi đó, một số khác có thể đã đánh giá thấp mức độ chuyển hướng của trung quốc từ nền kinh tế cũ sang nền kinh tế mới. tuy nhiên, một số nhà phân tích cho rằng tình trạng tích trữ hàng hóa cũng phản ánh chiến lược lâu dài của trung quốc nhằm đảm bảo nguồn cung. hiện trung quốc đang nắm giữ hơn 90 lượng đồng trên thế giới, gần 1/4 lượng dầu thô toàn cầu và hơn 1/2 lượng cây trồng chủ lực như ngô và lúa mì, theo nghiên cứu của jpmorgan chase co. những lo ngại về thiếu điện trong giai đoạn 2021-2022 khiến nhiều người hoài nghi về an ninh năng lượng của trung quốc, đặc biệt là khả năng cung cấp nhiên liệu chủ lực - than đá. phản ứng của bắc kinh là nâng sản lượng và nhập khẩu than đá lên mức kỷ lục. tuy nhiên, động thái này lại trùng với thời điểm nhu cầu công nghiệp suy giảm và sự bùng nổ của năng lượng sạch. kết quả là lượng tồn kho than đã tăng vọt từ chưa đầy 90 triệu tấn vào cuối năm 2021 lên mức kỷ lục 635 triệu tấn vào cuối tháng 6 năm nay, theo ước tính của nhà cung cấp dữ liệu china coal resource.","Trung Quốc đang đối mặt với thách thức trong việc đạt mục tiêu tăng trưởng 5% do sự trì trệ kinh tế và sự tích trữ hàng hóa bất thường. Sự tích trữ này phản ánh cả sự bất ngờ của các doanh nghiệp trước sự đình trệ và chiến lược dài hạn của Trung Quốc trong việc đảm bảo nguồn cung. Tuy nhiên, sự tích trữ hàng hóa cũng cho thấy sự chuyển hướng của Trung Quốc từ nền kinh tế cũ sang nền kinh tế mới, đặc biệt là trong lĩnh vực năng lượng với sự bùng nổ của năng lượng sạch. 
"
"số liệu được bộ xây dựng nêu tại báo cáo mới nhất về tình hình triển khai đề án đầu tư xây dựng ít nhất 1 triệu căn hộ nhà ở xã hội cho đối tượng thu nhập thấp, công nhân khu công nghiệp giai đoạn 2021-2030. theo bộ xây dựng, từ năm 2021 đến nay, cả nước đã hoàn thành 79 dự án với hơn 40.600 căn nhà ở xã hội. so với mục tiêu đề án xây dựng 1 triệu căn nhà ở xã hội của chính phủ là hoàn thành 428.000 căn nhà ở xã hội trong giai đoạn 2021-2025 thì số lượng nhà hoàn thành từ năm 2021 đến cuối tháng 8/2024 thấp hơn nhiều, mới đạt gần 9,5. 128 dự án đã khởi công xây dựng gần 111.700 căn hộ và 412 dự án hơn 409.000 căn hộ đã được chấp thuận chủ trương đầu tư. như vậy, với số lượng căn hộ đã khởi công, hoàn thành từ năm 2021 đến nay đạt khoảng 35,6 mục tiêu của đề án đặt ra đến năm 2025. một số địa phương có tỷ lệ hoàn thành cao so với mục tiêu của đề án đến năm 2025, như khánh hoà 3.364/3.400 căn hộ, đạt gần 99, ninh thuận 848/1.300 căn hộ, đạt hơn 65, an giang 1.809/2.500 căn hộ, đạt 72,4.","Theo Bộ Xây dựng, tiến độ triển khai đề án xây dựng nhà ở xã hội cho đối tượng thu nhập thấp giai đoạn 2021-2030 còn chậm so với mục tiêu đề ra, với chỉ gần 9,5% mục tiêu 428.000 căn hộ được hoàn thành trong giai đoạn 2021-2025.  Tuy nhiên, một số địa phương như Khánh Hòa, Ninh Thuận và An Giang đã đạt được tiến độ triển khai đáng kể, với tỷ lệ hoàn thành cao so với mục tiêu đề án. 
"
"theo báo cáo tình hình tài chính định kỳ gửi tới sở giao dịch chứng khoán hà nội hnx, vnv lỗ sau thuế hơn 5.8 tỷ đồng trong nửa đầu năm 2024, cùng kỳ lỗ 19 tỷ đồng. vốn chủ sở hữu thời điểm ngày 30/06 còn gần 71 tỷ đồng, giảm 8.2 so với cuối 2023. hệ số nợ phải trả trên vốn chủ tăng từ 0.079 lần lên 0.0882 lần, tương đương dư nợ khoảng 6.2 tỷ đồng. dù khoản lỗ đã giảm đi, nhưng thực tế vẫn là doanh nghiệp chưa thoát lỗ. cộng thêm các khoản lỗ từ 2021 43 tỷ đồng, 2022 34.5 tỷ đồng, và 2023 gần 43 tỷ đồng, vnv đã lỗ lũy kế hơn 126 tỷ đồng. điểm tích cực là nợ trái phiếu đã được xử lý sạch sẽ trong 6 tháng đầu năm 2024, với hệ số dư nợ trái phiếu trên vốn chủ giảm từ 6.4 lần về 0. tại ngày 15/01/2024, doanh nghiệp đã thanh toán trước hạn 492 tỷ đồng nợ gốc còn lại, cùng gần 6.4 tỷ đồng tiền lãi cho lô trái phiếu mã vnvh2030001. đây là trái phiếu dài hạn của vnv phát hành vào 03/12/2020, kỳ hạn 10 năm, đáo hạn vào 03/12/2030. lô này gồm 6,000 trái phiếu, mệnh giá 100 triệu đồng, tương ứng tổng huy động 600 tỷ đồng. năng lượng tái tạo việt nam việt được thành lập vào ngày 24/04/2018 với vốn điều lệ 100 tỷ đồng, hoạt động chính trong lĩnh vực sản xuất, truyền tải và phân phối điện. doanh nghiệp hiện là chủ đầu tư dự án nhà máy điện mặt trời mỹ hiệp huyện phù mỹ, bình định, có tổng diện tích gần 56 ha, được cấp chủ trương đầu tư vào năm 2019 với tổng số vốn 1.2 ngàn tỷ đồng. các cổ đông sáng lập gồm bà trần thị hương hà sở hữu 40, bà trần thị thùy trang 20 và ông lê đức thoa 20. ông thoa là giám đốc kiêm đại diện pháp luật tại thời điểm này, sau đó chuyển sang cho bà hương hà giám đốc, tổng giám đốc vào tháng 4/2019.","Trong nửa đầu năm 2024, VNV vẫn lỗ sau thuế hơn 5,8 tỷ đồng dù giảm so với cùng kỳ. Vốn chủ sở hữu giảm 8,2% so với cuối năm 2023, cho thấy doanh nghiệp chưa thoát lỗ. Điểm tích cực là VNV đã thanh toán hết nợ trái phiếu trong 6 tháng đầu năm, giảm áp lực tài chính. 
"
